date_local,n_pairs,bin_minutes,pearson_r,p_value,slope_oura_vs_apple,intercept_oura_vs_apple
2025-02-03,53,5,0.2556128413296946,0.06469830923348094,0.33104518676124267,64.46226090334153
2025-02-04,42,5,0.6977607442794527,2.810102220213515e-07,0.7302197886929089,22.961683157476866
2025-02-05,34,5,0.6254538412927211,7.644792359651163e-05,0.9200834443162931,6.660372504945973
2025-02-06,37,5,0.9136264298512481,3.0402235623895876e-15,0.9117599063245462,5.130934098040725
2025-02-10,33,5,0.3507370943193057,0.045368137232823236,0.26066297603769273,72.4665234806262
2025-02-11,30,5,0.04768669067622434,0.8024059667314822,0.07157555231806896,94.12905611829595
2025-02-12,30,5,0.5850619607013302,0.0006841692582819762,0.5793828725809566,35.6985985763079
2025-02-26,32,5,0.6565135968973351,4.494053657014594e-05,0.33775958007149653,60.33109908078436
2025-02-27,43,5,0.7218478711652082,4.691190825525602e-08,0.5316816950343783,38.82881173788804
