timestamp_utc,apple_bpm,oura_bpm
2025-03-25 15:55:00+00:00,75.0,66.0
2025-03-25 16:30:00+00:00,88.0,83.0
2025-03-25 16:35:00+00:00,89.0,82.4
2025-03-25 16:40:00+00:00,83.5,84.33333333333333
2025-03-25 17:10:00+00:00,85.0,123.3
2025-03-25 17:25:00+00:00,92.5,116.4
2025-03-25 17:35:00+00:00,99.0,82.8125
2025-03-25 17:40:00+00:00,79.0,86.17142857142858
2025-03-25 17:50:00+00:00,96.0,86.26923076923077
2025-03-26 16:35:00+00:00,90.45762711864407,79.66666666666667
2025-03-26 17:30:00+00:00,85.63333333333334,80.0
2025-03-26 17:35:00+00:00,92.13333333333334,75.0
2025-03-26 17:40:00+00:00,91.15,80.66666666666667
2025-03-26 17:45:00+00:00,93.01666666666667,88.0
2025-03-26 18:00:00+00:00,136.86666666666667,103.42857142857143
2025-03-26 18:05:00+00:00,158.74137931034483,109.5
2025-03-26 18:15:00+00:00,111.0,96.57142857142857
2025-03-26 18:20:00+00:00,105.28333333333333,103.66666666666667
2025-03-26 18:30:00+00:00,109.58333333333333,93.33333333333333
2025-03-26 18:35:00+00:00,98.53333333333333,84.66666666666667
2025-03-27 17:15:00+00:00,95.0,118.18367346938776
2025-03-27 17:20:00+00:00,87.0,119.62711864406779
2025-03-27 18:05:00+00:00,125.0,116.45833333333333
2025-03-27 18:10:00+00:00,142.0,122.0
2025-03-27 18:15:00+00:00,168.0,111.88135593220339
2025-03-27 18:20:00+00:00,128.66666666666666,111.51724137931035
